gene,meta_go_in_degree,meta_go_out_degree,meta_go_in_strength,meta_go_out_strength,meta_pathway_count,meta_is_perturbable
LDB3,-0.85845536,-0.85845536,-0.97042143,-0.97042143,-1.0265216,0.0
SNCG,-0.34912127,-0.34912127,-0.59035593,-0.59035593,-1.0265216,0.0
STAMBPL1,0.78039664,0.78039664,0.7433314,0.7433314,-0.111897096,0.0
IFIT3,1.109474,1.109474,1.1509748,1.1509748,0.12760599,0.0
IFIT5,0.36197332,0.36197332,0.21036524,0.21036524,0.12760599,0.0
TNKS2,0.19978179,0.19978179,0.0009703083,0.0009703083,1.0422304,0.0
KIF11,0.20303138,0.20303138,0.09586336,0.09586336,0.9697911,0.0
HHEX,0.45398048,0.45398048,0.47341892,0.47341892,-0.44945776,0.0
CYP26A1,-2.3215065,-2.3215065,-1.9328716,-1.9328716,0.5935012,0.0
TBC1D12,-1.7253656,-1.7253656,-1.5728822,-1.5728822,-1.0265216,0.0
HELLS,-0.45639503,-0.45639503,-0.6538992,-0.6538992,0.12760599,0.0
ENTPD1,0.124203034,0.124203034,-0.05315251,-0.05315251,0.46516666,0.0
TM9SF3,0.32751623,0.32751623,0.4826252,0.4826252,-1.0265216,0.0
LCOR,0.97707176,0.97707176,1.052184,1.052184,-1.0265216,0.0
C10orf12,0.97707176,0.97707176,1.052184,1.052184,-1.0265216,0.0
ANKRD2,0.6592187,0.6592187,0.57580245,0.57580245,-1.0265216,0.0
AVPI1,0.69071513,0.69071513,0.80842704,0.80842704,-1.0265216,0.0
PYROXD2,0.5333107,0.5333107,0.55813324,0.55813324,-1.0265216,0.0
HPSE2,-0.6560483,-0.6560483,-0.7677558,-0.7677558,0.31337905,0.0
GOT1,-0.6898267,-0.6898267,-0.92611676,-0.92611676,0.31337905,0.0
ABCC2,-0.6898267,-0.6898267,-0.8853948,-0.8853948,0.7046697,0.0
DNMBP,0.17660294,0.17660294,0.07045998,0.07045998,0.31337905,0.0
FAM178A,0.48938805,0.48938805,0.3508673,0.3508673,-1.0265216,0.0
SEMA4G,-0.58301896,-0.58301896,-0.7258501,-0.7258501,-1.0265216,0.0
SFXN3,-1.8950422,-1.8950422,-1.7892163,-1.7892163,-1.0265216,0.0
LBX1,0.5630857,0.5630857,0.6741883,0.6741883,-1.0265216,0.0
MGEA5,-0.6783861,-0.6783861,-0.923185,-0.923185,-1.0265216,0.0
KCNIP2,-0.9693598,-0.9693598,-1.1485195,-1.1485195,-0.111897096,0.0
C10orf76,1.2352139,1.2352139,1.4128295,1.4128295,-1.0265216,0.0
NOLC1,-0.5078995,-0.5078995,-0.7654568,-0.7654568,-1.0265216,0.0
PITX3,0.26506093,0.26506093,0.28835595,0.28835595,-1.0265216,0.0
GBF1,-2.0362298,-2.0362298,-1.8851281,-1.8851281,1.2817335,1.0
NFKB2,1.1570021,1.1570021,1.3442552,1.3442552,2.2303433,0.0
PSD,-0.024682859,-0.024682859,-0.18455653,-0.18455653,-1.0265216,0.0
WBP1L,0.667645,0.667645,0.7354668,0.7354668,-1.0265216,0.0
C10orf32,-0.23762502,-0.23762502,-0.43795487,-0.43795487,-1.0265216,0.0
GSTO1,0.22850332,0.22850332,0.042399585,0.042399585,1.0422304,0.0
CCDC147,-0.011365482,-0.011365482,-0.1865806,-0.1865806,-1.0265216,0.0
DUSP5,0.46075678,0.46075678,0.37121314,0.37121314,0.46516666,0.0
RBM20,0.68256265,0.68256265,0.7106374,0.7106374,-1.0265216,0.0
ACSL5,0.87630624,0.87630624,0.8688953,0.8688953,0.31337905,0.0
CASP7,1.0066562,1.0066562,0.9721411,0.9721411,0.5935012,0.0
HSPA12A,1.4881045,1.4881045,1.7448859,1.7448859,0.12760599,0.0
KIAA1598,-1.4400889,-1.4400889,-1.5133212,-1.5133212,-1.0265216,0.0
SLC18A2,-1.18914,-1.18914,-1.3486139,-1.3486139,0.12760599,0.0
PDZD8,0.5860307,0.5860307,0.5372173,0.5372173,-1.0265216,0.0
NANOS1,-0.2814172,-0.2814172,-0.49901083,-0.49901083,-1.0265216,0.0
EIF3A,-0.54445714,-0.54445714,-0.761484,-0.761484,0.9697911,0.0
RGS10,0.93252677,0.93252677,0.9154834,0.9154834,0.12760599,0.0
SEC23IP,0.97815007,0.97815007,0.96982384,0.96982384,0.5935012,0.0
PPAPDC1A,0.6262462,0.6262462,0.6265036,0.6265036,-1.0265216,0.0
WDR11,0.031288706,0.031288706,-0.21136834,-0.21136834,0.31337905,0.0
BUB3,0.4285612,0.4285612,0.35490504,0.35490504,1.7476288,0.0
OAT,0.6743142,0.6743142,0.58855337,0.58855337,-0.44945776,0.0
ZRANB1,1.0755932,1.0755932,1.0661285,1.0661285,0.31337905,0.0
MKI67,0.9867175,0.9867175,1.0236187,1.0236187,-1.0265216,0.0
STK32C,0.4785134,0.4785134,0.5345817,0.5345817,-1.0265216,0.0
ADAM8,-2.449784,-2.449784,-2.0352755,-2.0352755,0.12760599,0.0
ATHL1,-0.6783861,-0.6783861,-0.82034546,-0.82034546,-1.0265216,0.0
IFITM2,-0.82973385,-0.82973385,-0.9960487,-0.9960487,0.12760599,0.0
IFITM1,0.24090144,0.24090144,0.0939681,0.0939681,0.46516666,0.0
IRF7,0.82731926,0.82731926,0.85607016,0.85607016,1.5838622,0.0
DRD4,-2.2130494,-2.2130494,-1.9133472,-1.9133472,0.46516666,0.0
DUSP8,0.24701948,0.24701948,0.14474718,0.14474718,0.7046697,0.0
IFITM10,0.62979066,0.62979066,0.94365007,0.94365007,-1.0265216,0.0
CTSD,-0.19070236,-0.19070236,-0.31954327,-0.31954327,1.2280035,0.0
LSP1,-0.0026252293,-0.0026252293,-0.15577051,-0.15577051,-1.0265216,0.0
TH,-3.094467,-3.094467,-2.1580563,-2.1580563,-0.111897096,0.0
ASCL2,0.40947974,0.40947974,0.5521993,0.5521993,-1.0265216,0.0
TSPAN32,-2.2130494,-2.2130494,-1.9016556,-1.9016556,-1.0265216,0.0
KCNQ1,-2.449784,-2.449784,-1.9709691,-1.9709691,0.46516666,0.0
CDKN1C,-1.004546,-1.004546,-1.2080631,-1.2080631,0.8904428,0.0
SLC22A18,0.8124781,0.8124781,0.75950944,0.75950944,-1.0265216,0.0
PHLDA2,0.1058318,0.1058318,-0.08511377,-0.08511377,-1.0265216,0.0
CARS,1.2933111,1.2933111,1.3932081,1.3932081,-1.0265216,1.0
ART5,-1.0608624,-1.0608624,-1.147522,-1.147522,-1.0265216,0.0
HBD,-0.45639503,-0.45639503,-0.42495516,-0.42495516,-0.111897096,0.0
HBG1,-1.4744167,-1.4744167,-1.0040095,-1.0040095,-0.111897096,0.0
HBG2,-0.45639503,-0.45639503,-0.42495516,-0.42495516,-0.111897096,0.0
HBE1,-0.6560483,-0.6560483,-0.6046423,-0.6046423,-0.111897096,0.0
TRIM6,-0.202143,-0.202143,-0.36055878,-0.36055878,0.12760599,0.0
TRIM22,0.7512588,0.7512588,0.6955335,0.6955335,0.12760599,0.0
DNHD1,-1.5485461,-1.5485461,-1.4301721,-1.4301721,-1.0265216,0.0
TPP1,-2.449784,-2.449784,-1.9806544,-1.9806544,0.31337905,0.0
RBMXL2,-1.8338228,-1.8338228,-1.7092866,-1.7092866,-1.0265216,0.0
ST5,0.67265284,0.67265284,0.6605117,0.6605117,-1.0265216,0.0
NRIP3,0.69877464,0.69877464,0.82191634,0.82191634,-1.0265216,0.0
TMEM41B,0.27683672,0.27683672,0.237787,0.237787,-1.0265216,0.0
IPO7,0.80562735,0.80562735,0.7572338,0.7572338,0.12760599,0.0
ZNF143,0.7083258,0.7083258,0.9186549,0.9186549,0.46516666,0.0
WEE1,0.906769,0.906769,0.87445986,0.87445986,1.3797911,0.0
SBF2,0.7860822,0.7860822,0.71626997,0.71626997,0.80272734,0.0
ADM,-2.6067832,-2.6067832,-2.0701191,-2.0701191,0.80272734,0.0
MRVI1,0.71148074,0.71148074,0.7882915,0.7882915,-1.0265216,0.0
CTR9,-2.0362298,-2.0362298,-1.831563,-1.831563,0.80272734,0.0
EIF4G2,-0.25606033,-0.25606033,-0.4216727,-0.4216727,0.5935012,0.0
USP47,0.6609123,0.6609123,0.54804,0.54804,-0.111897096,0.0
DKK3,-1.1437321,-1.1437321,-1.280375,-1.280375,-1.0265216,0.0
MICAL2,0.5669623,0.5669623,0.45522168,0.45522168,-1.0265216,0.0
COPB1,0.5688927,0.5688927,0.5080205,0.5080205,0.9697911,1.0
PDE3B,0.29413873,0.29413873,0.13397697,0.13397697,1.0422304,0.0
SOX6,0.70674294,0.70674294,0.77224976,0.77224976,0.12760599,0.0
NUCB2,0.8812699,0.8812699,0.85800725,0.85800725,-1.0265216,0.0
TPH1,0.35154992,0.35154992,0.20172319,0.20172319,0.7046697,0.0
LDHA,1.1511283,1.1511283,1.1942943,1.1942943,0.12760599,0.0
LDHC,-0.40071568,-0.40071568,-0.61162513,-0.61162513,-0.111897096,0.0
NAV2,-0.74999833,-0.74999833,-0.95389473,-0.95389473,-1.0265216,0.0
ANO3,-0.49030897,-0.49030897,-0.6889538,-0.6889538,0.5935012,0.0
MUC15,1.1864583,1.1864583,1.4348255,1.4348255,0.8904428,0.0
QSER1,-2.2130494,-2.2130494,-1.9071239,-1.9071239,-1.0265216,0.0
CSTF3,1.1595043,1.1595043,1.2894392,1.2894392,0.7046697,0.0
HIPK3,0.26802334,0.26802334,0.2819473,0.2819473,-1.0265216,0.0
CD59,0.21588275,0.21588275,0.08272777,0.08272777,1.0422304,0.0
LMO2,0.5022196,0.5022196,0.42581275,0.42581275,-0.111897096,0.0
ABTB2,-2.1190996,-2.1190996,-1.875213,-1.875213,-1.0265216,0.0
CD44,-0.7375452,-0.7375452,-0.9947241,-0.9947241,1.2280035,0.0
TRIM44,0.30263275,0.30263275,0.20462292,0.20462292,-1.0265216,0.0
PRR5L,-1.9621004,-1.9621004,-1.8335642,-1.8335642,-1.0265216,0.0
TTC17,1.3986142,1.3986142,1.5529263,1.5529263,-1.0265216,0.0
HSD17B12,-0.5929992,-0.5929992,-0.7909939,-0.7909939,0.5935012,1.0
ALX4,0.6455236,0.6455236,0.7163175,0.7163175,-1.0265216,0.0
CD82,1.2046522,1.2046522,1.4096054,1.4096054,-1.0265216,0.0
TP53I11,0.15610905,0.15610905,0.40586084,0.40586084,-1.0265216,0.0
PHF21A,0.8286532,0.8286532,0.8737136,0.8737136,0.7046697,0.0
CREB3L1,0.55723065,0.55723065,0.5596421,0.5596421,-0.111897096,0.0
MDK,-3.094467,-3.094467,-2.1580563,-2.1580563,0.46516666,0.0
CKAP5,0.2500587,0.2500587,0.092277475,0.092277475,1.8050672,0.0
SPI1,0.031288706,0.031288706,-0.12904963,-0.12904963,0.12760599,0.0
FAM180B,0.9651004,0.9651004,1.2307819,1.2307819,-1.0265216,0.0
AGBL2,0.7051564,0.7051564,0.65374607,0.65374607,-0.44945776,0.0
APLNR,-1.4744167,-1.4744167,-1.5945706,-1.5945706,0.5935012,0.0
UBE2L6,0.9930751,0.9930751,1.0116451,1.0116451,1.4248035,0.0
SERPING1,0.12782066,0.12782066,0.067313,0.067313,0.8904428,0.0
YPEL4,-0.1205559,-0.1205559,-0.12397205,-0.12397205,-1.0265216,0.0
ZDHHC5,0.5085487,0.5085487,0.42373937,0.42373937,0.46516666,0.0
LPXN,1.0409838,1.0409838,0.99333155,0.99333155,-1.0265216,0.0
FAM111A,0.99096215,0.99096215,0.98795944,0.98795944,-1.0265216,0.0
PATL1,0.4494265,0.4494265,0.35451305,0.35451305,0.12760599,0.0
STX3,-1.8338228,-1.8338228,-1.736566,-1.736566,0.12760599,0.0
MRPL16,-0.98673296,-0.98673296,-1.0453081,-1.0453081,-0.44945776,0.0
TCN1,0.29698136,0.29698136,0.24260005,0.24260005,0.46516666,0.0
MS4A3,0.99201965,0.99201965,1.1323549,1.1323549,-0.44945776,0.0
MS4A2,0.45170718,0.45170718,0.43408954,0.43408954,0.46516666,0.0
MS4A6A,1.0959344,1.0959344,1.3399745,1.3399745,-1.0265216,0.0
MS4A4A,1.1383742,1.1383742,1.356942,1.356942,-1.0265216,0.0
MS4A6E,1.0959344,1.0959344,1.3399745,1.3399745,-1.0265216,0.0
DAK,0.9529217,0.9529217,0.92472774,0.92472774,-1.0265216,0.0
FEN1,-0.3077225,-0.3077225,-0.5270667,-0.5270667,1.6532797,0.0
FADS1,-1.5485461,-1.5485461,-1.56893,-1.56893,0.31337905,0.0
FADS3,0.3436296,0.3436296,0.17903277,0.17903277,-1.0265216,0.0
BEST1,-0.40840515,-0.40840515,-0.5966504,-0.5966504,0.12760599,0.0
FTH1,0.7931252,0.7931252,0.7135293,0.7135293,0.8904428,0.0
ASRGL1,0.6842005,0.6842005,0.6355103,0.6355103,-0.44945776,0.0
AHNAK,0.96069604,0.96069604,0.92229813,0.92229813,-1.0265216,0.0
C11orf48,0.25609824,0.25609824,0.29176998,0.29176998,-1.0265216,0.0
METTL12,-0.19639936,-0.19639936,-0.40610376,-0.40610376,-1.0265216,0.0
C11orf83,-0.24371655,-0.24371655,-0.4310702,-0.4310702,-1.0265216,0.0
NXF1,1.3055952,1.3055952,1.4208115,1.4208115,0.80272734,0.0
SLC3A2,-0.6031227,-0.6031227,-0.83777136,-0.83777136,0.9697911,0.0
LGALS12,-0.1683646,-0.1683646,-0.35722485,-0.35722485,-1.0265216,0.0
HRASLS2,0.76159495,0.76159495,0.6741125,0.6741125,-1.0265216,0.0
PLA2G16,-0.2623146,-0.2623146,-0.48842916,-0.48842916,-1.0265216,0.0
RTN3,0.8179114,0.8179114,0.86508906,0.86508906,0.31337905,0.0
MARK2,-0.24371655,-0.24371655,-0.3393365,-0.3393365,-1.0265216,0.0
RCOR2,0.28265148,0.28265148,0.22732039,0.22732039,-1.0265216,0.0
DNAJC4,0.9079603,0.9079603,1.0295548,1.0295548,-1.0265216,0.0
FKBP2,0.36197332,0.36197332,0.32007527,0.32007527,-1.0265216,0.0
TEX40,-0.8883994,-0.8883994,-1.0070529,-1.0070529,-1.0265216,0.0
CCDC88B,1.0670992,1.0670992,1.0655589,1.0655589,-1.0265216,0.0
NRXN2,-1.8338228,-1.8338228,-1.7714766,-1.7714766,0.12760599,0.0
RASGRP2,-0.34912127,-0.34912127,-0.50147855,-0.50147855,1.0422304,0.0
EHD1,-0.24986145,-0.24986145,-0.4817291,-0.4817291,-0.111897096,0.0
ATG2A,-1.5485461,-1.5485461,-1.5496053,-1.5496053,-1.0265216,0.0
C11orf85,-1.9621004,-1.9621004,-1.8300419,-1.8300419,-1.0265216,0.0
CDCA5,1.1718843,1.1718843,1.2007977,1.2007977,0.9697911,0.0
TM7SF2,-0.095335245,-0.095335245,-0.22504142,-0.22504142,0.46516666,0.0
SYVN1,-0.095335245,-0.095335245,-0.27357608,-0.27357608,1.170565,1.0
SPDYC,1.3028837,1.3028837,1.4672544,1.4672544,-1.0265216,0.0
TIGD3,1.2359613,1.2359613,1.5174999,1.5174999,-1.0265216,0.0
SCYL1,-0.57317865,-0.57317865,-0.82490283,-0.82490283,-1.0265216,1.0
EFEMP2,-0.62381756,-0.62381756,-0.7465532,-0.7465532,0.12760599,0.0
CCDC85B,1.015907,1.015907,1.0531899,1.0531899,-1.0265216,0.0
CATSPER1,-0.23762502,-0.23762502,-0.38988522,-0.38988522,-0.111897096,0.0
SF3B2,0.6575215,0.6575215,0.6639868,0.6639868,0.8904428,0.0
CNIH2,-1.5887616,-1.5887616,-1.5545384,-1.5545384,0.7046697,0.0
CTSF,-0.08549491,-0.08549491,-0.19039723,-0.19039723,-0.111897096,0.0
CCDC87,0.20626654,0.20626654,0.14377098,0.14377098,-1.0265216,0.0
SSH3,0.8000981,0.8000981,0.77539337,0.77539337,-1.0265216,0.0
POLD4,-0.80213904,-0.80213904,-1.0165265,-1.0165265,2.0018673,0.0
RAD9A,0.6244671,0.6244671,0.5221058,0.5221058,1.5468549,0.0
TBC1D10C,0.80562735,0.80562735,0.7547799,0.7547799,0.46516666,0.0
PTPRCAP,1.1677818,1.1677818,1.465066,1.465066,-1.0265216,0.0
TMEM134,1.3209856,1.3209856,1.5622873,1.5622873,-1.0265216,0.0
CDK2AP2,1.1928401,1.1928401,1.2987063,1.2987063,-1.0265216,0.0
GSTP1,-1.4073584,-1.4073584,-1.528073,-1.528073,0.8904428,0.0
ALDH3B1,0.3436296,0.3436296,0.16715126,0.16715126,0.12760599,0.0
GAL,-1.7253656,-1.7253656,-1.7106308,-1.7106308,0.5935012,0.0
MYEOV,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
PPFIA1,0.7761023,0.7761023,0.7191587,0.7191587,0.5935012,0.0
FOLR1,-1.4073584,-1.4073584,-1.443045,-1.443045,0.80272734,0.0
FOLR2,-1.1660699,-1.1660699,-1.2542844,-1.2542844,0.31337905,0.0
STARD10,0.8573747,0.8573747,0.83199805,0.83199805,0.31337905,0.0
ATG16L2,-0.2623146,-0.2623146,-0.42887744,-0.42887744,-0.111897096,0.0
PLEKHB1,1.1477499,1.1477499,1.3327792,1.3327792,-1.0265216,0.0
UCP2,-1.5887616,-1.5887616,-1.580516,-1.580516,-0.44945776,0.0
UCP3,-1.4400889,-1.4400889,-1.4830216,-1.4830216,-0.44945776,0.0
KCNE3,-1.3760831,-1.3760831,-1.3917983,-1.3917983,-0.111897096,0.0
SPCS2,0.7659785,0.7659785,0.8920256,0.8920256,1.5468549,1.0
GDPD5,0.68909234,0.68909234,0.6590027,0.6590027,0.12760599,0.0
SERPINH1,-0.24371655,-0.24371655,-0.38575068,-0.38575068,0.8904428,0.0
MAP6,-1.0415851,-1.0415851,-1.2144433,-1.2144433,-1.0265216,0.0
UVRAG,-2.2130494,-2.2130494,-1.9326113,-1.9326113,0.7046697,0.0
MYO7A,-1.3760831,-1.3760831,-1.4026091,-1.4026091,0.46516666,0.0
PCF11,-0.32125324,-0.32125324,-0.481431,-0.481431,0.80272734,0.0
CREBZF,0.9705672,0.9705672,1.095112,1.095112,-1.0265216,0.0
PICALM,-1.6768237,-1.6768237,-1.7010441,-1.7010441,0.9697911,0.0
CTSC,-0.2814172,-0.2814172,-0.4503134,-0.4503134,0.9697911,0.0
CHORDC1,-0.7626756,-0.7626756,-0.9547384,-0.9547384,-1.0265216,0.0
KIAA1731,-0.10030758,-0.10030758,-0.2825614,-0.2825614,-1.0265216,0.0
TAF1D,1.0904448,1.0904448,1.1687019,1.1687019,0.80272734,0.0
MED17,0.69395024,0.69395024,0.65670943,0.65670943,1.108868,0.0
PANX1,-0.0026252293,-0.0026252293,-0.1876053,-0.1876053,0.80272734,0.0
AMOTL1,0.71462166,0.71462166,0.65007806,0.65007806,-0.44945776,0.0
ENDOD1,1.1022853,1.1022853,1.1436144,1.1436144,0.31337905,0.0
SESN3,-0.08549491,-0.08549491,-0.31225428,-0.31225428,-0.111897096,0.0
FAM76B,0.852239,0.852239,1.0783216,1.0783216,-1.0265216,0.0
ARHGAP42,-1.2632694,-1.2632694,-1.2539011,-1.2539011,0.80272734,0.0
BIRC3,0.35678092,0.35678092,0.20245509,0.20245509,1.5838622,0.0
DYNC2H1,-1.2129924,-1.2129924,-1.2849263,-1.2849263,0.46516666,0.0
CASP4,-0.1205559,-0.1205559,-0.35796422,-0.35796422,0.9697911,0.0
ELMOD1,-1.3174176,-1.3174176,-1.2619555,-1.2619555,-1.0265216,0.0
CUL5,-0.5634739,-0.5634739,-0.7297404,-0.7297404,1.332205,0.0
NPAT,1.0380213,1.0380213,1.0657086,1.0657086,-1.0265216,0.0
ATM,-1.1437321,-1.1437321,-1.3449581,-1.3449581,2.3096917,0.0
DDX10,0.03951767,0.03951767,-0.043505985,-0.043505985,-1.0265216,0.0
CRYAB,-0.62381756,-0.62381756,-0.88492507,-0.88492507,0.12760599,0.0
SDHD,0.21269189,0.21269189,0.07201569,0.07201569,-0.111897096,0.0
BCO2,-2.6067832,-2.6067832,-2.0664093,-2.0664093,0.46516666,0.0
ZBTB16,0.30263275,0.30263275,0.15622395,0.15622395,0.31337905,0.0
NNMT,-3.094467,-3.094467,-2.1580563,-2.1580563,0.80272734,0.0
SIDT2,-1.4744167,-1.4744167,-1.5701653,-1.5701653,-1.0265216,0.0
TAGLN,0.8812699,0.8812699,0.92312217,0.92312217,-1.0265216,0.0
IL10RA,0.38236827,0.38236827,0.25743943,0.25743943,0.7046697,0.0
AMICA1,-0.46472162,-0.46472162,-0.6707625,-0.6707625,-1.0265216,0.0
CD3E,-1.5105056,-1.5105056,-1.5332638,-1.5332638,0.80272734,0.0
CD3D,0.7051564,0.7051564,0.6637637,0.6637637,1.108868,0.0
CD3G,-0.20793359,-0.20793359,-0.37529466,-0.37529466,1.6532797,0.0
UBE4A,1.1148176,1.1148176,1.1926315,1.1926315,0.12760599,0.0
KMT2A,0.13856246,0.13856246,-0.07808262,-0.07808262,1.3797911,0.0
TTC36,-2.8091903,-2.8091903,-2.1012287,-2.1012287,-1.0265216,0.0
ARCN1,0.4741161,0.4741161,0.37663338,0.37663338,0.8904428,0.0
DDX6,0.8111133,0.8111133,0.7631138,0.7631138,0.12760599,0.0
HYOU1,-0.042840723,-0.042840723,-0.20349394,-0.20349394,0.8904428,1.0
HMBS,1.1936339,1.1936339,1.2697651,1.2697651,-0.44945776,0.0
CBL,-1.8338228,-1.8338228,-1.7634958,-1.7634958,2.1609259,0.0
PVRL1,-0.71328133,-0.71328133,-0.920671,-0.920671,-1.0265216,0.0
ARHGEF12,1.1058888,1.1058888,1.183069,1.183069,1.4675065,0.0
HSPA8,-0.85845536,-0.85845536,-1.0132897,-1.0132897,2.1239185,0.0
SCN3B,-1.5485461,-1.5485461,-1.5229679,-1.5229679,0.7046697,0.0
VWA5A,1.1718843,1.1718843,1.4587849,1.4587849,-1.0265216,0.0
OR8G5,0.16983774,0.16983774,0.21028864,0.21028864,0.12760599,0.0
OR8D1,0.16983774,0.16983774,0.21028864,0.21028864,0.12760599,0.0
OR8D2,0.16983774,0.16983774,0.21028864,0.21028864,0.12760599,0.0
PANX3,-0.070987545,-0.070987545,-0.16215616,-0.16215616,-1.0265216,0.0
NRGN,-1.4073584,-1.4073584,-1.5295727,-1.5295727,0.46516666,0.0
ESAM,0.26506093,0.26506093,0.15562971,0.15562971,-0.111897096,0.0
FEZ1,-1.5485461,-1.5485461,-1.6336862,-1.6336862,-1.0265216,0.0
STT3A,0.5513267,0.5513267,0.5380775,0.5380775,1.6192942,1.0
ACRV1,0.67265284,0.67265284,0.79018265,0.79018265,-1.0265216,0.0
SRPR,-0.57317865,-0.57317865,-0.76754606,-0.76754606,-1.0265216,1.0
PRDM10,0.91152287,0.91152287,1.0117555,1.0117555,-1.0265216,0.0
APLP2,0.9529217,0.9529217,0.9189267,0.9189267,0.5935012,0.0
KDM5A,0.54537237,0.54537237,0.46522462,0.46522462,0.5935012,0.0
NINJ2,0.37224478,0.37224478,0.30246657,0.30246657,-1.0265216,0.0
WNK1,-0.37813905,-0.37813905,-0.48611936,-0.48611936,0.12760599,0.0
ERC1,-1.0608624,-1.0608624,-1.2334085,-1.2334085,-1.0265216,0.0
WNT5B,-0.57317865,-0.57317865,-0.773017,-0.773017,0.12760599,0.0
FBXL14,1.1511283,1.1511283,1.2399694,1.2399694,0.31337905,0.0
PARP11,-0.48167607,-0.48167607,-0.6769663,-0.6769663,-1.0265216,0.0
CCND2,1.0536788,1.0536788,1.0621318,1.0621318,1.0422304,0.0
RAD51AP1,0.5935155,0.5935155,0.50133693,0.50133693,1.3797911,0.0
AKAP3,0.59165186,0.59165186,0.49017575,0.49017575,-1.0265216,0.0
CD9,-0.12571041,-0.12571041,-0.332704,-0.332704,0.8904428,0.0
TAPBPL,0.7832453,0.7832453,0.8652709,0.8652709,-1.0265216,0.0
CHD4,0.71618706,0.71618706,0.6561906,0.6561906,1.7768432,0.0
LPAR5,0.3541701,0.3541701,0.41964194,0.41964194,0.5935012,0.0
ACRBP,-0.61339414,-0.61339414,-0.7953906,-0.7953906,-1.0265216,0.0
GNB3,0.3541701,0.3541701,0.18967043,0.18967043,2.395892,0.0
CDCA3,0.9705672,0.9705672,1.0150986,1.0150986,-1.0265216,0.0
SPSB2,0.70674294,0.70674294,0.68812805,0.68812805,0.31337905,0.0
ENO2,0.20948659,0.20948659,0.011771935,0.011771935,0.31337905,0.0
C1R,0.51064587,0.51064587,0.47690347,0.47690347,0.12760599,0.0
C1RL,-0.61339414,-0.61339414,-0.66640383,-0.66640383,-1.0265216,0.0
CD163L1,0.035415266,0.035415266,-0.00038706287,-0.00038706287,-1.0265216,0.0
SLC2A3,-0.020215776,-0.020215776,-0.20007144,-0.20007144,0.5935012,0.0
C3AR1,-0.82973385,-0.82973385,-0.92189795,-0.92189795,1.170565,0.0
CLEC4A,-0.6451398,-0.6451398,-0.76754016,-0.76754016,-0.111897096,0.0
CLEC4D,-0.08549491,-0.08549491,-0.2639912,-0.2639912,0.12760599,0.0
AICDA,-0.2137725,-0.2137725,-0.4162277,-0.4162277,-0.111897096,0.0
M6PR,-0.07579012,-0.07579012,-0.26263678,-0.26263678,1.108868,0.0
CLEC2D,0.14210694,0.14210694,0.09400856,0.09400856,-0.111897096,0.0
CD69,0.35154992,0.35154992,0.27513787,0.27513787,-1.0265216,0.0
CLEC2B,0.6642867,0.6642867,0.67908794,0.67908794,-0.111897096,0.0
KLRC3,-1.2376819,-1.2376819,-1.2847017,-1.2847017,-1.0265216,0.0
TAS2R19,1.1022853,1.1022853,1.3675991,1.3675991,0.31337905,0.0
GPRC5A,0.48722678,0.48722678,0.41124752,0.41124752,0.12760599,0.0
EMP1,0.9962324,0.9962324,1.1691866,1.1691866,-1.0265216,0.0
ATF7IP,0.97382724,0.97382724,0.98977786,0.98977786,0.5935012,0.0
ARHGDIB,0.75865704,0.75865704,0.703252,0.703252,0.8904428,0.0
EPS8,-1.8338228,-1.8338228,-1.786322,-1.786322,0.31337905,0.0
DERA,0.6642867,0.6642867,0.60118604,0.60118604,-0.111897096,0.0
C12orf39,-0.05209864,-0.05209864,-0.23793408,-0.23793408,-1.0265216,0.0
CMAS,0.58790946,0.58790946,0.56497866,0.56497866,0.31337905,0.0
SOX5,0.41429877,0.41429877,0.5635834,0.5635834,-1.0265216,0.0
LRMP,-0.06621751,-0.06621751,-0.24906386,-0.24906386,-1.0265216,0.0
RASSF8,-1.1660699,-1.1660699,-1.1890926,-1.1890926,-1.0265216,0.0
ITPR2,-0.54445714,-0.54445714,-0.75348496,-0.75348496,2.1047792,0.0
PPFIBP1,0.9150674,0.9150674,0.9198336,0.9198336,0.5935012,0.0
KIAA1551,0.87755024,0.87755024,0.91857797,0.91857797,-1.0265216,0.0
GXYLT1,-0.070987545,-0.070987545,-0.060591146,-0.060591146,-1.0265216,0.0
YAF2,1.335398,1.335398,1.521946,1.521946,0.12760599,0.0
TWF1,-0.03370325,-0.03370325,-0.22232078,-0.22232078,0.8904428,0.0
SCAF11,0.7407686,0.7407686,0.80401164,0.80401164,-1.0265216,0.0
VDR,-0.202143,-0.202143,-0.42187026,-0.42187026,0.5935012,0.0
TMEM106C,1.0575393,1.0575393,1.3992535,1.3992535,-1.0265216,0.0
COL2A1,-1.5887616,-1.5887616,-1.4870399,-1.4870399,1.6532797,0.0
ADCY6,-0.6671286,-0.6671286,-0.89698887,-0.89698887,2.0851896,0.0
FKBP11,0.16643047,0.16643047,0.15883403,0.15883403,-1.0265216,0.0
TUBA1B,-0.2623146,-0.2623146,-0.3017219,-0.3017219,2.6111617,0.0
TUBA1A,0.7945252,0.7945252,0.74595773,0.74595773,2.6721058,0.0
TUBA1C,0.36712784,0.36712784,0.30482528,0.30482528,2.6005564,0.0
TROAP,1.1619979,1.1619979,1.3834713,1.3834713,-1.0265216,0.0
KCNH3,0.8470657,0.8470657,0.943044,0.943044,0.12760599,0.0
